[header]
width=30
height=20
tilewidth=80
tileheight=80

[tilesets]
tileset=../assets/images/blocks/c2598dfc2beae978990388ff7c9a1c56.png,80,80,0,0
tileset=../assets/images/blocks/Блок.png,80,80,0,0

[layer]
type=Слой тайлов 1
data=
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,1,2,5,1,1,1,1,1,1,1,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,3,4,5,3,3,3,3,3,3,3,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,1,1,5,1,1,1,1,1,1,1,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,3,3,5,3,3,3,3,3,3,3,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,1,5,5,5,5,2,2,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,3,3,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5

